Year,Week,Issue_date,Streaming_Artist,Streaming_Song,Airplay_Artist,Airplay_Song,Streaming_Song_Clean,Airplay_Song_Clean,Streaming_Artist_Clean,Airplay_Artist_Clean
2021,43.0,October 23,C. Tangana andNathy Peluso,Nil Moliner,,,Nil Moliner,,C. Tangana andNathy Peluso,
2021,44.0,October 30,C. Tangana andNathy Peluso,Nil Moliner,,,Nil Moliner,,C. Tangana andNathy Peluso,
2021,45.0,November 6,C. Tangana andNathy Peluso,Nil Moliner,,,Nil Moliner,,C. Tangana andNathy Peluso,
2021,46.0,November 13,RosalíafeaturingThe Weeknd,"""La Fama""","""Libertad""","""Todo de Ti""",La Fama,Todo de Ti,RosalíafeaturingThe Weeknd,Libertad
2021,47.0,November 20,RosalíafeaturingThe Weeknd,"""La Fama""","""Libertad""","""Todo de Ti""",La Fama,Todo de Ti,RosalíafeaturingThe Weeknd,Libertad
2021,48.0,November 27,RosalíafeaturingThe Weeknd,"""La Fama""","""Libertad""","""Todo de Ti""",La Fama,Todo de Ti,RosalíafeaturingThe Weeknd,Libertad
2021,49.0,December 3,Zzoilo and Aitana,"""Mon Amour (Remix)""",Elton JohnandDua Lipa,"""Todo de Ti""",Mon Amour,Todo de Ti,Zzoilo and Aitana,Elton JohnandDua Lipa
2021,50.0,December 10,BizarrapandMorad,"""Morad: Bzrp Music Sessions, Vol. 47""",Adele,"""Easy on Me""","Morad: Bzrp Music Sessions, Vol. 47",Easy on Me,BizarrapandMorad,Adele
2021,51.0,December 17,BizarrapandMorad,"""Morad: Bzrp Music Sessions, Vol. 47""",,,"Morad: Bzrp Music Sessions, Vol. 47",,BizarrapandMorad,
2021,52.0,December 24,Zzoilo and Aitana,"""Mon Amour (Remix)""",Adele,,Mon Amour,,Zzoilo and Aitana,Adele
2021,1.0,December 31,Morad,"""Pelele""",Adele,,Pelele,,Morad,Adele
2022,1.0,December 31,Morad,"""Pelele""",Adele,"""Easy on Me""",Pelele,Easy on Me,Morad,Adele
2022,2.0,January 7,Rauw AlejandroandChencho Corleone,"""Desesperados""",Sebastián Yatra,"""Tacones Rojos""",Desesperados,Tacones Rojos,Rauw AlejandroandChencho Corleone,Sebastián Yatra
2022,3.0,January 14,Rauw AlejandroandChencho Corleone,"""Desesperados""",,,Desesperados,,Rauw AlejandroandChencho Corleone,
2022,4.0,January 21,Rauw AlejandroandChencho Corleone,"""Desesperados""",,,Desesperados,,Rauw AlejandroandChencho Corleone,
2022,5.0,January 28,Rigoberta Bandini,"""Ay mamá""",Sebastián Yatra,,Ay mamá,,Rigoberta Bandini,Sebastián Yatra
2022,6.0,February 4,"La Pantera,Quevedo, Juseph,Cruz Cafunéand Abhir Hathi","""Cayó La Nochee (Remix)""",Sebastián Yatra,,Cayó La Nochee,,"La Pantera,Quevedo, Juseph,Cruz Cafunéand Abhir Hathi",Sebastián Yatra
2022,7.0,February 11,"La Pantera,Quevedo, Juseph,Cruz Cafunéand Abhir Hathi","""Cayó La Nochee (Remix)""",,,Cayó La Nochee,,"La Pantera,Quevedo, Juseph,Cruz Cafunéand Abhir Hathi",
2022,8.0,February 18,Becky GandKarol G,"""Mamiii""",Sebastián Yatra,,Mamiii,,Becky GandKarol G,Sebastián Yatra
2022,9.0,February 25,"La Pantera, Quevedo, Juseph, Cruz Cafuné and Abhir Hathi","""Cayó La Nochee (Remix)""",Sebastián Yatra,,Cayó La Nochee,,"La Pantera, Quevedo, Juseph, Cruz Cafuné and Abhir Hathi",Sebastián Yatra
2022,10.0,March 4,"La Pantera, Quevedo, Juseph, Cruz Cafuné and Abhir Hathi","""Cayó La Nochee (Remix)""",,,Cayó La Nochee,,"La Pantera, Quevedo, Juseph, Cruz Cafuné and Abhir Hathi",
2022,11.0,March 11,"La Pantera, Quevedo, Juseph, Cruz Cafuné and Abhir Hathi","""Cayó La Nochee (Remix)""",,,Cayó La Nochee,,"La Pantera, Quevedo, Juseph, Cruz Cafuné and Abhir Hathi",
2022,12.0,March 18,Rosalía,"""Candy""",Ana Mena,"""Música Ligera""",Candy,Música Ligera,Rosalía,Ana Mena
2022,13.0,March 25,Paulo Londra,"""Plan A""",Ana Mena,,Plan A,,Paulo Londra,Ana Mena
2022,14.0,April 2,"Alejo,Feidand ROBI","""Pantysito""",Sebastián Yatra,"""Música Ligera""",Pantysito,Música Ligera,"Alejo,Feidand ROBI",Sebastián Yatra
2022,15.0,April 9,"Alejo,Feidand ROBI",Ana Mena,"""Música Ligera""",[30],Ana Mena,,"Alejo,Feidand ROBI",Música Ligera
2022,16.0,April 16,"Alejo,Feidand ROBI",Ana Mena,,,Ana Mena,,"Alejo,Feidand ROBI",
2022,17.0,April 23,Paulo Londra andBizarrap,"""Music Sessions Vol. 23""","""Música Ligera""",,Music Sessions Vol. 23,,Paulo Londra andBizarrap,Música Ligera
2022,18.0,April 30,Paulo Londra andBizarrap,"""Music Sessions Vol. 23""","""Música Ligera""",[36],Music Sessions Vol. 23,,Paulo Londra andBizarrap,Música Ligera
2022,19.0,May 6,Bad Bunny,"""Moscow Mule""",Sebastián Yatra,"""Tacones Rojos""",Moscow Mule,Tacones Rojos,Bad Bunny,Sebastián Yatra
2022,20.0,May 13,Chanel,"""SloMo""",Camila CabellofeaturingEd Sheeran,"""Bam Bam""",SloMo,Bam Bam,Chanel,Camila CabellofeaturingEd Sheeran
2022,21.0,May 20,Bad Bunny,"""Tití Me Preguntó""",Sebastián Yatra,"""Tacones Rojos""",Tití Me Preguntó,Tacones Rojos,Bad Bunny,Sebastián Yatra
2022,22.0,May 27,Bad Bunny,Harry Styles,"""As It Was""",[44],Harry Styles,,Bad Bunny,As It Was
2022,23.0,June 3,Bad Bunny,Harry Styles,,,Harry Styles,,Bad Bunny,
2022,24.0,June 10,Bad Bunny,Camila Cabello featuring Ed Sheeran,"""Bam Bam""",[48],Camila Cabello featuring Ed Sheeran,,Bad Bunny,Bam Bam
2022,25.0,June 17,Bad Bunny,Camila Cabello featuring Ed Sheeran,,,Camila Cabello featuring Ed Sheeran,,Bad Bunny,
2022,26.0,June 24,Bad Bunny,ShakiraandRauw Alejandro,"""Bam Bam""",[52],ShakiraandRauw Alejandro,,Bad Bunny,Bam Bam
2022,27.0,July 1,Bad Bunny,Harry Styles,"""As It Was""",[54],Harry Styles,,Bad Bunny,As It Was
2022,28.0,July 8,Bizarrap and Quevedo,"""Quevedo: Bzrp Music Sessions, Vol. 52""",Dani Fernández,"""Dile a los demás""","Quevedo: Bzrp Music Sessions, Vol. 52",Dile a los demás,Bizarrap and Quevedo,Dani Fernández
2022,29.0,July 15,Bizarrap and Quevedo,"""Quevedo: Bzrp Music Sessions, Vol. 52""","""Te Felicito""",[58],"Quevedo: Bzrp Music Sessions, Vol. 52",,Bizarrap and Quevedo,Te Felicito
2022,30.0,July 22,Bizarrap and Quevedo,"""Quevedo: Bzrp Music Sessions, Vol. 52""","""As It Was""",[60],"Quevedo: Bzrp Music Sessions, Vol. 52",,Bizarrap and Quevedo,As It Was
2022,31.0,July 29,Rosalía,"""Despechá""",Shakira and Rauw Alejandro,"""Te Felicito""",Despechá,Te Felicito,Rosalía,Shakira and Rauw Alejandro
2022,32.0,August 5,Bizarrap and Quevedo,"""Quevedo: Bzrp Music Sessions, Vol. 52""",Camila Cabello featuring Ed Sheeran,"""Bam Bam""","Quevedo: Bzrp Music Sessions, Vol. 52",Bam Bam,Bizarrap and Quevedo,Camila Cabello featuring Ed Sheeran
2022,33.0,August 12,Rosalía,"""Despechá""",Shakira and Rauw Alejandro,"""Te Felicito""",Despechá,Te Felicito,Rosalía,Shakira and Rauw Alejandro
2022,34.0,August 19,Bizarrap and Quevedo,"""Quevedo: Bzrp Music Sessions, Vol. 52""",Camila Cabello featuring Ed Sheeran,"""Bam Bam""","Quevedo: Bzrp Music Sessions, Vol. 52",Bam Bam,Bizarrap and Quevedo,Camila Cabello featuring Ed Sheeran
2022,35.0,August 26,Bizarrap and Quevedo,"""Quevedo: Bzrp Music Sessions, Vol. 52""","""As It Was""",[70],"Quevedo: Bzrp Music Sessions, Vol. 52",,Bizarrap and Quevedo,As It Was
2022,36.0,September 2,Bizarrap and Quevedo,Camila Cabello featuring Ed Sheeran,"""Bam Bam""",[72],Camila Cabello featuring Ed Sheeran,,Bizarrap and Quevedo,Bam Bam
2022,37.0,September 9,Bizarrap and Quevedo,Camila Cabello featuring Ed Sheeran,,,Camila Cabello featuring Ed Sheeran,,Bizarrap and Quevedo,
2022,38.0,September 16,Bizarrap and Quevedo,Rosalía,"""Despechá""",[76],Rosalía,,Bizarrap and Quevedo,Despechá
2022,39.0,September 23,Bizarrap and Quevedo,Rosalía,,,Rosalía,,Bizarrap and Quevedo,
2022,40.0,September 30,Bizarrap and Quevedo,SangiovanniandAitiana,"""Mariposas""",[80],SangiovanniandAitiana,,Bizarrap and Quevedo,Mariposas
2022,41.0,October 7,Bizarrap and Quevedo,SangiovanniandAitiana,,,SangiovanniandAitiana,,Bizarrap and Quevedo,
2022,42.0,October 14,Bizarrap and Quevedo,Rosalía,"""Despechá""",[84],Rosalía,,Bizarrap and Quevedo,Despechá
2022,43.0,October 21,Manuel Turizo,"""La Bachata""","""Despechá""",,La Bachata,,Manuel Turizo,Despechá
2022,44.0,October 28,Manuel Turizo,Sangiovanni and Aitiana,"""Mariposas""",[88],Sangiovanni and Aitiana,,Manuel Turizo,Mariposas
2022,45.0,November 4,Mora and Quevedo,Sangiovanni and Aitiana,"""Mariposas""",,Sangiovanni and Aitiana,,Mora and Quevedo,Mariposas
2022,46.0,November 11,Manuel Turizo,Sangiovanni and Aitiana,"""Mariposas""",,Sangiovanni and Aitiana,,Manuel Turizo,Mariposas
2022,47.0,November 18,Bizarrap andDuki,"""Duki: Bzrp Music Sessions, Vol. 50""",David GuettaandBebe Rexha,"""I'm Good (Blue)""","Duki: Bzrp Music Sessions, Vol. 50",Im Good,Bizarrap andDuki,David GuettaandBebe Rexha
2022,48.0,November 25,Manuel Turizo,"""La Bachata""",Sangiovanni and Aitiana,"""Mariposas""",La Bachata,Mariposas,Manuel Turizo,Sangiovanni and Aitiana
2022,49.0,December 2,Arcángeland Bad Bunny,"""La Jumpa""",Manuel Turizo,"""La Bachata""",La Jumpa,La Bachata,Arcángeland Bad Bunny,Manuel Turizo
2022,50.0,December 9,Arcángeland Bad Bunny,"""La Jumpa""",,,La Jumpa,,Arcángeland Bad Bunny,
2022,51.0,December 16,Quevedo and Myke Towers,"""Playa del Inglés""",Manuel Turizo,,Playa del Inglés,,Quevedo and Myke Towers,Manuel Turizo
2022,52.0,December 23,Arcángel and Bad Bunny,"""La Jumpa""",Manuel Turizo,,La Jumpa,,Arcángel and Bad Bunny,Manuel Turizo
2023,1.0,December 30,Manuel Turizo,"""La Bachata""",Manuel Turizo,"""La Bachata""",La Bachata,La Bachata,Manuel Turizo,Manuel Turizo
2023,2.0,January 6,BizarrapandShakira,"""Shakira: Bzrp Music Sessions, Vol. 53""",Manuel Turizo,,"Shakira: Bzrp Music Sessions, Vol. 53",,BizarrapandShakira,Manuel Turizo
2023,3.0,January 13,BizarrapandShakira,"""Shakira: Bzrp Music Sessions, Vol. 53""",,,"Shakira: Bzrp Music Sessions, Vol. 53",,BizarrapandShakira,
2023,4.0,January 20,BizarrapandShakira,Bizarrap and Shakira,"""Shakira: Bzrp Music Sessions, Vol. 53""","""La Bachata""",Bizarrap and Shakira,La Bachata,BizarrapandShakira,"Shakira: Bzrp Music Sessions, Vol. 53"
2023,5.0,January 27,BizarrapandShakira,Bizarrap and Shakira,,,Bizarrap and Shakira,,BizarrapandShakira,
2023,6.0,February 3,BizarrapandShakira,Bizarrap and Shakira,,,Bizarrap and Shakira,,BizarrapandShakira,
2023,7.0,February 10,BizarrapandShakira,Bizarrap and Shakira,,,Bizarrap and Shakira,,BizarrapandShakira,
2023,8.0,February 17,BizarrapandShakira,Bizarrap and Shakira,,,Bizarrap and Shakira,,BizarrapandShakira,
2023,9.0,February 24,Karol Gand Shakira,"""TQG""","""Shakira: Bzrp Music Sessions, Vol. 53""",,TQG,,Karol Gand Shakira,"Shakira: Bzrp Music Sessions, Vol. 53"
2023,10.0,March 3,Karol Gand Shakira,"""TQG""",,,TQG,,Karol Gand Shakira,
2023,11.0,March 10,Karol Gand Shakira,Miley Cyrus,"""Flowers""","""La Bachata""",Miley Cyrus,La Bachata,Karol Gand Shakira,Flowers
2023,12.0,March 17,Karol Gand Shakira,Miley Cyrus,,,Miley Cyrus,,Karol Gand Shakira,
2023,13.0,March 24,RosalíaandRauw Alejandro,"""Beso""","""Flowers""",,Beso,,RosalíaandRauw Alejandro,Flowers
2023,14.0,March 31,RosalíaandRauw Alejandro,"""Beso""","""Flowers""",[28],Beso,,RosalíaandRauw Alejandro,Flowers
2023,15.0,April 7,RosalíaandRauw Alejandro,Miley Cyrus,"""Flowers""",[30],Miley Cyrus,,RosalíaandRauw Alejandro,Flowers
2023,16.0,April 14,Lola ÍndigofeaturingQuevedo,"""El Tonto""","""Flowers""",,El Tonto,,Lola ÍndigofeaturingQuevedo,Flowers
2023,17.0,April 21,Lola ÍndigofeaturingQuevedo,"""El Tonto""",,,El Tonto,,Lola ÍndigofeaturingQuevedo,
2023,18.0,April 28,Saiko,"""Supernova""","""Flowers""","""Nochentera""",Supernova,Nochentera,Saiko,Flowers
2023,19.0,May 5,Lola Índigo featuring Quevedo,"""El Tonto""",Miley Cyrus,"""Flowers""",El Tonto,Flowers,Lola Índigo featuring Quevedo,Miley Cyrus
2023,20.0,May 12,Lola Índigo featuring Quevedo,Vicco,"""Nochentera""",[40],Vicco,,Lola Índigo featuring Quevedo,Nochentera
2023,21.0,May 19,Shakira,Vicco,"""Nochentera""",,Vicco,,Shakira,Nochentera
2023,22.0,May 26,Bad Bunny,"""Where She Goes""","""Nochentera""",,Where She Goes,,Bad Bunny,Nochentera
2023,23.0,June 2,Bad Bunny,"""Where She Goes""","""El Merengue""",[46],Where She Goes,,Bad Bunny,El Merengue
2023,24.0,June 9,"Saiko,Feid, Quevedo and Mora","""Polaris"" (Remix)",Miley Cyrus,"""Flowers""",Polaris,Flowers,"Saiko,Feid, Quevedo and Mora",Miley Cyrus
2023,25.0,June 16,"Saiko,Feid, Quevedo and Mora","""Polaris"" (Remix)","""Nochentera""",[50],Polaris,,"Saiko,Feid, Quevedo and Mora",Nochentera
2023,26.0,June 23,Bizarrap and Rauw Alejandro,"""Rauw Alejandro: Bzrp Music Sessions, Vol. 56""",ChanelandAbraham Mateo,"""Clavaito""","Rauw Alejandro: Bzrp Music Sessions, Vol. 56",Clavaito,Bizarrap and Rauw Alejandro,ChanelandAbraham Mateo
2023,27.0,June 30,Myke Towers,"""Lala""","David Guetta,Anne-MarieandCoi Leray","""Baby Don't Hurt Me""",Lala,Baby Dont Hurt Me,Myke Towers,"David Guetta,Anne-MarieandCoi Leray"
2023,28.0,July 7,Quevedo,"""Columbia""",Manuel Turizo featuring Marshmello,"""El Merengue""",Columbia,El Merengue,Quevedo,Manuel Turizo featuring Marshmello
2023,29.0,July 14,Quevedo,"""Columbia""",,,Columbia,,Quevedo,
2023,30.0,July 21,Quevedo,"""Columbia""",,,Columbia,,Quevedo,
2023,31.0,July 28,Quevedo,"""Columbia""",,,Columbia,,Quevedo,
2023,32.0,August 4,Quevedo,"""Columbia""",,,Columbia,,Quevedo,
2023,33.0,August 11,Quevedo,"Sebastián Yatra, Manuel Turizo and Beéle","""Vagabundo""","""El Merengue""","Sebastián Yatra, Manuel Turizo and Beéle",El Merengue,Quevedo,Vagabundo
2023,34.0,August 18,Quevedo,"Sebastián Yatra, Manuel Turizo and Beéle",,,"Sebastián Yatra, Manuel Turizo and Beéle",,Quevedo,
2023,35.0,August 25,Quevedo,Chanel and Abraham Mateo,"""Vagabundo""","""El Merengue""",Chanel and Abraham Mateo,El Merengue,Quevedo,Vagabundo
2023,36.0,September 1,Mora and Saiko,"""Reina""",Dua Lipa,"""El Merengue""",Reina,El Merengue,Mora and Saiko,Dua Lipa
2023,37.0,September 8,Mora and Saiko,"""Reina""","""El Merengue""","""El Merengue""",Reina,El Merengue,Mora and Saiko,El Merengue
2023,38.0,September 15,Mora and Saiko,"Sebastián Yatra, Manuel Turizo and Beéle","""Vagabundo""",[76],"Sebastián Yatra, Manuel Turizo and Beéle",,Mora and Saiko,Vagabundo
2023,39.0,September 22,Quevedo and Saiko,"Sebastián Yatra, Manuel Turizo and Beéle","""Vagabundo""",,"Sebastián Yatra, Manuel Turizo and Beéle",,Quevedo and Saiko,Vagabundo
2023,40.0,September 29,Iñigo Quintero,"""Si No Estás""","""Vagabundo""",,Si No Estás,,Iñigo Quintero,Vagabundo
2023,41.0,October 6,Iñigo Quintero,Manuel Turizo featuring Marshmello,"""El Merengue""",[82],Manuel Turizo featuring Marshmello,,Iñigo Quintero,El Merengue
2023,42.0,October 13,Bad Bunny,Manuel Turizo featuring Marshmello,"""El Merengue""",,Manuel Turizo featuring Marshmello,,Bad Bunny,El Merengue
2023,43.0,October 20,Iñigo Quintero,"""Si No Estás""","Sebastián Yatra, Manuel Turizo and Beéle","""Vagabundo""",Si No Estás,Vagabundo,Iñigo Quintero,"Sebastián Yatra, Manuel Turizo and Beéle"
2023,44.0,October 27,Iñigo Quintero,"""Si No Estás""",,,Si No Estás,,Iñigo Quintero,
2023,45.0,November 3,Iñigo Quintero,"""Si No Estás""","Sebastián Yatra, Manuel Turizo and Beéle","""Vagabundo""",Si No Estás,Vagabundo,Iñigo Quintero,"Sebastián Yatra, Manuel Turizo and Beéle"
2023,46.0,November 10,Iñigo Quintero,"""Si No Estás""","""El Merengue""",[92],Si No Estás,,Iñigo Quintero,El Merengue
2023,47.0,November 17,Iñigo Quintero,Ana Mena,"""Madrid City""",[94],Ana Mena,,Iñigo Quintero,Madrid City
2023,48.0,November 24,Iñigo Quintero,Ana Mena,,,Ana Mena,,Iñigo Quintero,
2023,49.0,December 1,Dellafuente/Morad,"""Manos Rotas""","""Madrid City""",,Manos Rotas,,Dellafuente/Morad,Madrid City
2023,50.0,December 8,Dellafuente/Morad,"""Manos Rotas""",,,Manos Rotas,,Dellafuente/Morad,
2023,51.0,December 15,Dellafuente/Morad,"""Manos Rotas""","""Madrid City""",[102],Manos Rotas,,Dellafuente/Morad,Madrid City
2023,52.0,December 22,Dellafuente/Morad,Ana Mena,"""Madrid City""",[104],Ana Mena,,Dellafuente/Morad,Madrid City
2023,1.0,December 29,Dellafuente/Morad,Ana Mena,,,Ana Mena,,Dellafuente/Morad,
2024,1.0,December 29,Dellafuente andMorad,"""Manos Rotas""",Ana Mena,"""Madrid City""",Manos Rotas,Madrid City,Dellafuente andMorad,Ana Mena
2024,2.0,January 5,Dellafuente andMorad,"""Manos Rotas""",,,Manos Rotas,,Dellafuente andMorad,
2024,3.0,January 12,BizarrapandYoung Miko,"""Young Miko: Bzrp Music Sessions, Vol. 58""",Ana Mena,"""Madrid City""","Young Miko: Bzrp Music Sessions, Vol. 58",Madrid City,BizarrapandYoung Miko,Ana Mena
2024,4.0,January 19,BizarrapandYoung Miko,Ana Mena,"""Madrid City""",[8],Ana Mena,,BizarrapandYoung Miko,Madrid City
2024,5.0,January 26,BizarrapandYoung Miko,Ana Mena,,,Ana Mena,,BizarrapandYoung Miko,
2024,6.0,February 2,Quevedo,"""La Última""","""Madrid City""",,La Última,,Quevedo,Madrid City
2024,7.0,February 9,Quevedo,"""La Última""",,,La Última,,Quevedo,
2024,8.0,February 16,FeidandATL Jacob,"""Luna""","""Madrid City""","""Houdini""",Luna,Houdini,FeidandATL Jacob,Madrid City
2024,9.0,February 23,JC Reyes andDe la Ghetto,"""Fardos""",Ana Mena,"""Madrid City""",Fardos,Madrid City,JC Reyes andDe la Ghetto,Ana Mena
2024,10.0,March 1,Gonzy,"""X'Clusivo""",Ana Mena,,XClusivo,,Gonzy,Ana Mena
2024,11.0,March 8,Gonzy,"""X'Clusivo""",,,XClusivo,,Gonzy,
2024,12.0,March 15,Gonzy,"""X'Clusivo""",Ana Mena,"""Madrid City""",XClusivo,Madrid City,Gonzy,Ana Mena
2024,13.0,March 22,Gonzy,"""X'Clusivo""","""Madrid City""","""Madrid City""",XClusivo,Madrid City,Gonzy,Madrid City
2024,14.0,March 29,Gonzy,"""X'Clusivo""","""Luna""",[28],XClusivo,,Gonzy,Luna
2024,15.0,April 5,Gonzy,"""X'Clusivo""","""Madrid City""",[30],XClusivo,,Gonzy,Madrid City
2024,16.0,April 12,El Bobe andOmar Montes,"""El Conjuntito""",Benson Boone,"""Beautiful Things""",El Conjuntito,Beautiful Things,El Bobe andOmar Montes,Benson Boone
2024,17.0,April 19,"Rvssian,Rauw AlejandroandAyra Starr","""Santa""",Feid and ATL Jacob,"""Luna""",Santa,Luna,"Rvssian,Rauw AlejandroandAyra Starr",Feid and ATL Jacob
2024,18.0,April 26,"Rvssian,Rauw AlejandroandAyra Starr","""Santa""","""Beautiful Things""",[36],Santa,,"Rvssian,Rauw AlejandroandAyra Starr",Beautiful Things
2024,19.0,May 3,"Saiko, JC Reyes andDei V","""BadGyal""",Teddy Swims,"""Lose Control""",BadGyal,Lose Control,"Saiko, JC Reyes andDei V",Teddy Swims
2024,20.0,May 10,"Saiko, JC Reyes andDei V",Benson Boone,"""Beautiful Things""",[40],Benson Boone,,"Saiko, JC Reyes andDei V",Beautiful Things
2024,21.0,May 17,"Saiko, JC Reyes andDei V",Benson Boone,,,Benson Boone,,"Saiko, JC Reyes andDei V",
2024,22.0,May 24,"Saiko, JC Reyes andDei V",Myke Towers,"""La Falda""",[44],Myke Towers,,"Saiko, JC Reyes andDei V",La Falda
2024,23.0,May 31,"Saiko, JC Reyes andDei V",Myke Towers,,,Myke Towers,,"Saiko, JC Reyes andDei V",
2024,24.0,June 7,"Saiko, JC Reyes andDei V",Benson Boone,"""Beautiful Things""",[48],Benson Boone,,"Saiko, JC Reyes andDei V",Beautiful Things
2024,25.0,June 14,Trueno,"""Real Gangsta Love""","""Beautiful Things""",,Real Gangsta Love,,Trueno,Beautiful Things
2024,26.0,June 21,Trueno,"""Real Gangsta Love""",,,Real Gangsta Love,,Trueno,
2024,27.0,June 28,Karol G,"""Si Antes Te Hubiera Conocido""","""Beautiful Things""","""Lose Control""",Si Antes Te Hubiera Conocido,Lose Control,Karol G,Beautiful Things
2024,28.0,July 5,Karol G,"""Si Antes Te Hubiera Conocido""","""Beautiful Things""",[56],Si Antes Te Hubiera Conocido,,Karol G,Beautiful Things
2024,29.0,July 12,Isabel Aaiún,"""Potra salvaje""",Teddy Swims,"""Lose Control""",Potra salvaje,Lose Control,Isabel Aaiún,Teddy Swims
2024,30.0,July 19,Karol G,"""Si Antes Te Hubiera Conocido""",Teddy Swims,,Si Antes Te Hubiera Conocido,,Karol G,Teddy Swims
2024,31.0,July 26,Karol G,Benson Boone,"""Beautiful Things""","""Lose Control""",Benson Boone,Lose Control,Karol G,Beautiful Things
2024,32.0,August 2,Karol G,Benson Boone,,,Benson Boone,,Karol G,
2024,33.0,August 9,Karol G,Dani Fernández,"""Beautiful Things""",[66],Dani Fernández,,Karol G,Beautiful Things
2024,34.0,August 16,Karol G,Karol G,"""Si Antes Te Hubiera Conocido""",[68],Karol G,,Karol G,Si Antes Te Hubiera Conocido
2024,35.0,August 23,Karol G,Karol G,,,Karol G,,Karol G,
2024,36.0,August 30,Karol G,Karol G,,,Karol G,,Karol G,
2024,37.0,September 6,Karol G,Karol G,,,Karol G,,Karol G,
2024,38.0,September 13,Karol G,Karol G,,,Karol G,,Karol G,
2024,39.0,September 20,Karol G,Karol G,,,Karol G,,Karol G,
2024,40.0,September 27,Karol G,Karol G,,,Karol G,,Karol G,
2024,41.0,October 4,Karol G,Benson Boone,"""Si Antes Te Hubiera Conocido""",[82],Benson Boone,,Karol G,Si Antes Te Hubiera Conocido
2024,42.0,October 11,Karol G,Karol G,"""Si Antes Te Hubiera Conocido""",[84],Karol G,,Karol G,Si Antes Te Hubiera Conocido
2024,43.0,October 18,Karol G,Karol G,,,Karol G,,Karol G,
2024,44.0,October 25,Myke Towers andBenny Blanco,"""Degenere""","""Si Antes Te Hubiera Conocido""",,Degenere,,Myke Towers andBenny Blanco,Si Antes Te Hubiera Conocido
2024,45.0,November 1,Myke Towers andBenny Blanco,"""Degenere""","""Si Antes Te Hubiera Conocido""",[90],Degenere,,Myke Towers andBenny Blanco,Si Antes Te Hubiera Conocido
2024,46.0,November 8,Clarent,"""IA""",Karol G,"""Si Antes Te Hubiera Conocido""",IA,Si Antes Te Hubiera Conocido,Clarent,Karol G
2024,47.0,November 15,Rauw Alejandro andBad Bunny,"""Qué Pasaría...""",Karol G,,Qué Pasaría...,,Rauw Alejandro andBad Bunny,Karol G
2024,48.0,November 22,Quevedo andAitana,"""Gran Vía""",Shakira,"""Soltera""",Gran Vía,Soltera,Quevedo andAitana,Shakira
2024,49.0,November 29,Quevedo andAitana,"""Gran Vía""",,,Gran Vía,,Quevedo andAitana,
2024,50.0,December 6,Quevedo andAitana,"""Gran Vía""",,,Gran Vía,,Quevedo andAitana,
2024,51.0,December 13,Yorghaki / Alleh,"""Capaz (Merengueton)""",Shakira,"""Soltera""",Capaz,Soltera,Yorghaki / Alleh,Shakira
2024,52.0,December 20,Yorghaki / Alleh,"""Capaz (Merengueton)""",Shakira,"""Soltera""",Capaz,Soltera,Yorghaki / Alleh,Shakira
2024,1.0,December 27,Yorghaki / Alleh,"""Capaz (Merengueton)""","""Me Has Invitado a Bailar""",[106],Capaz,,Yorghaki / Alleh,Me Has Invitado a Bailar
2025,1.0,December 27,Yorghaki / Alleh,"""Capaz (Merengueton)""",Dani Fernández,"""Me Has Invitado a Bailar""",Capaz,Me Has Invitado a Bailar,Yorghaki / Alleh,Dani Fernández
2025,2.0,January 3,Yorghaki / Alleh,"""Capaz (Merengueton)""",,,Capaz,,Yorghaki / Alleh,
2025,3.0,January 10,Bad Bunny,"""DTMF""",Dani Fernández,"""Me Has Invitado a Bailar""",DTMF,Me Has Invitado a Bailar,Bad Bunny,Dani Fernández
2025,4.0,January 17,Bad Bunny,"""DTMF""","""Die with a Smile""",[8],DTMF,,Bad Bunny,Die with a Smile
2025,5.0,January 24,"""Nuevayol""",[9],Dani Fernández,"""Me Has Invitado a Bailar""",,Me Has Invitado a Bailar,Nuevayol,Dani Fernández
2025,6.0,January 31,"""Nuevayol""",Mark Ambor,"""Belong Together""",[12],Mark Ambor,,Nuevayol,Belong Together
2025,7.0,February 7,Yorghaki / Alleh,"""Capaz (Merengueton)""","""Belong Together""",,Capaz,,Yorghaki / Alleh,Belong Together
2025,8.0,February 14,Yorghaki / Alleh,Dani Fernández,"""Me Has Invitado a Bailar""",[16],Dani Fernández,,Yorghaki / Alleh,Me Has Invitado a Bailar
2025,9.0,February 21,Yorghaki / Alleh,Dani Fernández,,,Dani Fernández,,Yorghaki / Alleh,
2025,10.0,February 28,Yorghaki / Alleh,Dani Fernández,,,Dani Fernández,,Yorghaki / Alleh,
2025,11.0,March 7,W Sound/Beéle/Ovy on the Drums,"""La Plena (W Sound 05)""","""Me Has Invitado a Bailar""",,La Plena,,W Sound/Beéle/Ovy on the Drums,Me Has Invitado a Bailar
2025,12.0,March 14,W Sound/Beéle/Ovy on the Drums,"""La Plena (W Sound 05)""",,,La Plena,,W Sound/Beéle/Ovy on the Drums,
2025,13.0,March 21,"Delaossa,Quevedoand Bigla The Kid","""Still Luvin'""","""Me Has Invitado a Bailar""",,Still Luvin,,"Delaossa,Quevedoand Bigla The Kid",Me Has Invitado a Bailar
